Year,Component,Water type,Main soil type region,Company type,Season,Number of companies,Gem,Std,P10,P25,P50,P75,P90,Unit,DG,Perc dg
2005,Aluminum (Al),ditch water,peat,dairy cattle,winter,18,161,273,20,31,57,82,845,µg/l,10.0,0.0
2005,Aluminum (Al),ditch water,peat,all,winter,18,161,273,20,31,57,82,845,µg/l,10.0,0.0
2005,Aluminum (Al),ditch water,sand,dairy cattle,winter,15,376,266,27,192,354,521,768,µg/l,10.0,0.0
2005,Aluminum (Al),ditch water,sand,all,winter,26,382,374,20,76,290,630,971,µg/l,10.0,3.8
2005,Ammonium (NH4),leaching water,clay,arable farming,winter,29,0.73,0.67,<dg,0.19,0.52,11,1.8,mg/l,0.06,14.0
2005,Ammonium (NH4),leaching water,clay,dairy cattle,winter,22,0.94,14,<dg,0.08,0.39,12,24,mg/l,0.06,18.0
2005,Ammonium (NH4),leaching water,clay,all,winter,55,0.81,11,<dg,0.1,0.47,11,1.8,mg/l,0.06,15.0
2005,Ammonium (NH4),leaching water,loess,all,winter,16,0.17,<dg,0.12,0.14,0.16,0.21,0.25,mg/l,0.06,0.0
2005,Ammonium (NH4),leaching water,peat,dairy cattle,winter,18,4.5,3.6,0.73,13,4.8,5.7,7.6,mg/l,0.06,0.0
2005,Ammonium (NH4),leaching water,peat,all,winter,18,4.5,3.6,0.73,13,4.8,5.7,7.6,mg/l,0.06,0.0
2005,Ammonium (NH4),leaching water,sand,arable farming,summer,14,1.5,19,<dg,<dg,0.61,24,5.2,mg/l,0.06,36.0
2005,Ammonium (NH4),leaching water,sand,dairy cattle,summer,62,0.97,11,0.08,0.18,0.56,13,2.6,mg/l,0.06,6.5
2005,Ammonium (NH4),ditch water,clay,arable farming,winter,29,0.73,0.72,0.07,0.23,0.39,11,1.8,mg/l,0.06,6.9
2005,Ammonium (NH4),ditch water,clay,dairy cattle,winter,21,11,1.6,0.07,0.3,0.56,1,17,mg/l,0.06,4.8
2005,Ammonium (NH4),ditch water,clay,all,winter,54,0.9,12,0.07,0.25,0.58,11,1.8,mg/l,0.06,5.6
2005,Ammonium (NH4),ditch water,peat,dairy cattle,winter,18,2,1.6,0.23,0.62,19,2.5,5,mg/l,0.06,5.6
2005,Ammonium (NH4),ditch water,peat,all,winter,18,2,1.6,0.23,0.62,19,2.5,5,mg/l,0.06,5.6
2005,Ammonium (NH4),leaching water,sand,animal farm,summer,29,0.7,17,<dg,0.09,0.11,0.39,19,mg/l,0.06,24.0
2005,Ammonium (NH4),leaching water,sand,all,summer,105,0.97,1.5,<dg,0.1,0.35,11,31,mg/l,0.06,15.0
2005,Ammonium (NH4),ditch water,sand,dairy cattle,winter,15,0.97,12,0.16,0.36,0.58,12,1.5,mg/l,0.06,0.0
2005,Ammonium (NH4),ditch water,sand,all,winter,26,0.77,1,0.11,0.29,0.44,0.79,1.6,mg/l,0.06,3.8
2005,Arsenic (As),leaching water,clay,arable farming,winter,29,3,3.8,0.74,0.89,14,3.7,7.1,µg/l,0.2,0.0
2005,Arsenic (As),leaching water,clay,dairy cattle,winter,22,4.4,5.2,0.47,12,3.2,4.7,9.7,µg/l,0.2,4.5
2005,Arsenic (As),leaching water,clay,all,winter,55,3.5,4.4,0.62,0.9,1.6,4.5,7.6,µg/l,0.2,1.8
2005,Arsenic (As),leaching water,loess,all,winter,16,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,100.0
2005,Arsenic (As),leaching water,peat,dairy cattle,winter,18,4.5,17,31,3.2,4,5.3,7.8,µg/l,0.2,0.0
2005,Arsenic (As),leaching water,peat,all,winter,18,4.5,17,31,3.2,4,5.3,7.8,µg/l,0.2,0.0
2005,Arsenic (As),leaching water,sand,arable farming,summer,14,2.8,3.2,0.68,11,14,3.9,10,µg/l,0.2,0.0
2005,Arsenic (As),leaching water,sand,dairy cattle,summer,62,5.5,7.8,0.94,1.6,3.2,6.3,10,µg/l,0.2,1.6
2005,Arsenic (As),leaching water,sand,animal farm,summer,29,24,2.5,0.61,0.77,1,3.2,6.4,µg/l,0.2,0.0
2005,Arsenic (As),leaching water,sand,all,summer,105,4.1,6.2,0.75,1,19,5.2,9,µg/l,0.2,0.95
2005,Arsenic (As),ditch water,clay,arable farming,winter,29,3.7,5.2,0.64,0.82,12,4.7,9,µg/l,0.2,0.0
2005,Arsenic (As),ditch water,clay,dairy cattle,winter,21,3.9,4.9,0.45,0.82,19,5.6,10,µg/l,0.2,4.8
2005,Arsenic (As),ditch water,clay,all,winter,54,3.6,4.9,0.5,0.8,12,4.5,10,µg/l,0.2,19.0
2005,Arsenic (As),ditch water,peat,dairy cattle,winter,18,1.6,0.74,0.84,11,1.5,2,24,µg/l,0.2,0.0
2005,Arsenic (As),ditch water,peat,all,winter,18,1.6,0.74,0.84,11,1.5,2,24,µg/l,0.2,0.0
2005,Arsenic (As),ditch water,sand,dairy cattle,winter,15,2,2,0.56,0.75,14,2.5,5,µg/l,0.2,6.7
2005,Arsenic (As),ditch water,sand,all,winter,26,1.5,17,0.26,0.65,11,2,3.2,µg/l,0.2,12.0
2005,Barium (Ba),leaching water,clay,arable farming,winter,29,22,18,4.5,7.6,18,33,46,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,clay,dairy cattle,winter,22,44,43,6,8.5,29,78,102,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,clay,all,winter,55,32,33,4.6,8.2,18,43,82,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,loess,all,winter,16,15,3.7,10,13,16,19,20,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,peat,dairy cattle,winter,18,80,45,38,49,68,91,143,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,peat,all,winter,18,80,45,38,49,68,91,143,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,sand,arable farming,summer,14,101,34,78,79,84,137,159,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,sand,dairy cattle,summer,62,92,31,58,72,92,116,131,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,sand,animal farm,summer,29,104,28,73,92,100,123,136,µg/l,1.0,0.0
2005,Barium (Ba),leaching water,sand,all,summer,105,97,31,59,77,92,120,141,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,clay,arable farming,winter,29,24,21,5,7.7,17,40,57,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,clay,dairy cattle,winter,21,43,38,5.1,11,29,70,83,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,clay,all,winter,54,33,32,5,8.1,19,60,79,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,peat,dairy cattle,winter,18,55,23,32,45,57,60,74,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,peat,all,winter,18,55,23,32,45,57,60,74,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,sand,dairy cattle,winter,15,53,28,26,37,46,65,83,µg/l,1.0,0.0
2005,Barium (Ba),ditch water,sand,all,winter,26,60,25,37,46,63,78,86,µg/l,1.0,0.0
2005,Cadmium (Cd),leaching water,clay,arable farming,winter,29,0.06,0.05,<dg,<dg,<dg,0.07,0.14,µg/l,0.04,45.0
2005,Cadmium (Cd),leaching water,clay,dairy cattle,winter,22,<dg,0.05,<dg,<dg,<dg,0.05,0.07,µg/l,0.04,59.0
2005,Cadmium (Cd),leaching water,clay,all,winter,55,0.05,0.05,<dg,<dg,<dg,0.05,0.13,µg/l,0.04,51.0
2005,Cadmium (Cd),leaching water,loess,all,winter,16,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,100.0
2005,Cadmium (Cd),leaching water,peat,dairy cattle,winter,18,0.08,0.12,<dg,<dg,<dg,0.11,0.3,µg/l,0.04,44.0
2005,Cadmium (Cd),leaching water,peat,all,winter,18,0.08,0.12,<dg,<dg,<dg,0.11,0.3,µg/l,0.04,44.0
2005,Cadmium (Cd),leaching water,sand,arable farming,summer,14,0.25,0.27,0.09,0.14,0.17,0.26,0.37,µg/l,0.04,0.0
2005,Cadmium (Cd),ditch water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,0.07,µg/l,0.04,79.0
2005,Cadmium (Cd),ditch water,clay,dairy cattle,winter,21,<dg,0.08,<dg,<dg,<dg,<dg,0.1,µg/l,0.04,81.0
2005,Cadmium (Cd),ditch water,clay,all,winter,54,<dg,0.05,<dg,<dg,<dg,<dg,0.08,µg/l,0.04,81.0
2005,Cadmium (Cd),ditch water,peat,dairy cattle,winter,18,<dg,<dg,<dg,<dg,<dg,<dg,0.08,µg/l,0.04,78.0
2005,Cadmium (Cd),ditch water,peat,all,winter,18,<dg,<dg,<dg,<dg,<dg,<dg,0.08,µg/l,0.04,78.0
2005,Cadmium (Cd),leaching water,sand,dairy cattle,summer,62,0.27,0.24,<dg,0.11,0.22,0.3,0.67,µg/l,0.04,6.5
2005,Cadmium (Cd),leaching water,sand,animal farm,summer,29,0.4,0.34,0.16,0.19,0.26,0.54,0.89,µg/l,0.04,34.0
2005,Cadmium (Cd),leaching water,sand,all,summer,105,0.31,0.28,0.06,0.14,0.22,0.35,0.72,µg/l,0.04,4.8
2005,Cadmium (Cd),ditch water,sand,dairy cattle,winter,15,0.19,0.2,<dg,<dg,0.12,0.3,0.59,µg/l,0.04,33.0
2005,Cadmium (Cd),ditch water,sand,all,winter,26,0.22,0.2,<dg,0.06,0.17,0.35,0.62,µg/l,0.04,23.0
2005,Calcium (Ca),leaching water,clay,arable farming,winter,29,243,74,174,195,224,295,353,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,clay,dairy cattle,winter,22,210,116,112,146,181,231,437,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,clay,all,winter,55,226,97,136,165,203,266,387,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,loess,all,winter,16,66,16,46,62,68,76,80,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,peat,dairy cattle,winter,18,117,83,48,63,99,116,205,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,peat,all,winter,18,117,83,48,63,99,116,205,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,sand,arable farming,summer,14,48,6.4,40,43,50,54,57,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,sand,dairy cattle,summer,62,50,22,23,33,48,67,76,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,sand,animal farm,summer,29,52,29,24,25,53,66,92,mg/l,0.15,0.0
2005,Calcium (Ca),leaching water,sand,all,summer,105,50,22,24,33,48,62,78,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,clay,arable farming,winter,29,207,61,131,153,205,260,292,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,clay,dairy cattle,winter,21,172,136,82,98,133,164,314,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,clay,all,winter,54,193,103,97,131,174,232,300,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,peat,dairy cattle,winter,18,91,55,41,57,87,101,149,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,peat,all,winter,18,91,55,41,57,87,101,149,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,sand,dairy cattle,winter,15,54,28,28,33,43,78,85,mg/l,0.15,0.0
2005,Calcium (Ca),ditch water,sand,all,winter,26,56,26,25,33,53,79,86,mg/l,0.15,0.0
2005,Chloride (Cl),leaching water,clay,arable farming,winter,29,293,505,32,49,87,250,678,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,clay,dairy cattle,winter,22,253,554,23,33,71,144,317,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,clay,all,winter,55,262,512,26,43,84,191,597,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,loess,all,winter,16,25,14,8.4,15,25,34,49,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,peat,dairy cattle,winter,18,38,21,20,24,33,39,64,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,peat,all,winter,18,38,21,20,24,33,39,64,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,sand,arable farming,summer,14,38,13,26,28,37,49,61,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,sand,dairy cattle,summer,62,29,30,15,18,23,31,42,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,sand,animal farm,summer,29,28,11,20,21,28,35,40,mg/l,0.21,0.0
2005,Chloride (Cl),leaching water,sand,all,summer,105,30,24,16,20,27,35,46,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,clay,arable farming,winter,29,296,392,51,64,183,296,561,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,clay,dairy cattle,winter,21,334,730,46,49,75,162,536,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,clay,all,winter,54,301,560,46,56,110,236,600,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,peat,dairy cattle,winter,18,63,42,31,40,51,84,90,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,peat,all,winter,18,63,42,31,40,51,84,90,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,sand,dairy cattle,winter,15,63,85,21,23,30,47,217,mg/l,0.21,0.0
2005,Chloride (Cl),ditch water,sand,all,winter,26,51,67,22,27,35,43,55,mg/l,0.21,0.0
2005,Chromium (Cr),leaching water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,97.0
2005,Chromium (Cr),leaching water,clay,dairy cattle,winter,22,<dg,0.65,<dg,<dg,<dg,<dg,0.98,µg/l,0.5,86.0
2005,Chromium (Cr),leaching water,clay,all,winter,55,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,93.0
2005,Chromium (Cr),leaching water,loess,all,winter,16,0.51,0.77,<dg,<dg,<dg,11,1.5,µg/l,0.5,69.0
2005,Chromium (Cr),leaching water,peat,dairy cattle,winter,18,12,14,<dg,<dg,0.55,23,34,µg/l,0.5,44.0
2005,Chromium (Cr),leaching water,peat,all,winter,18,12,14,<dg,<dg,0.55,23,34,µg/l,0.5,44.0
2005,Chromium (Cr),ditch water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,100.0
2005,Chromium (Cr),ditch water,clay,dairy cattle,winter,21,<dg,<dg,<dg,<dg,<dg,<dg,0.73,µg/l,0.5,81.0
2005,Chromium (Cr),ditch water,clay,all,winter,54,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,93.0
2005,Chromium (Cr),ditch water,peat,dairy cattle,winter,18,<dg,0.62,<dg,<dg,<dg,0.87,1.6,µg/l,0.5,67.0
2005,Chromium (Cr),ditch water,peat,all,winter,18,<dg,0.62,<dg,<dg,<dg,0.87,1.6,µg/l,0.5,67.0
2005,Chromium (Cr),leaching water,sand,arable farming,summer,14,1.6,12,<dg,<dg,19,2.7,31.0,µg/l,0.5,29.0
2005,Chromium (Cr),leaching water,sand,dairy cattle,summer,62,19,1.5,<dg,0.89,19,2.7,4.1,µg/l,0.5,19.0
2005,Chromium (Cr),leaching water,sand,animal farm,summer,29,1.6,11,0.55,0.95,13,23,34.0,µg/l,0.5,14.0
2005,Chromium (Cr),leaching water,sand,all,summer,105,1.8,13,<dg,0.7,1.6,2.5,3.8,µg/l,0.5,19.0
2005,Chromium (Cr),ditch water,sand,dairy cattle,winter,15,14,0.88,<dg,0.79,1.6,19,2.6,µg/l,0.5,20.0
2005,Chromium (Cr),ditch water,sand,all,winter,26,11,0.99,<dg,<dg,13,19,23.0,µg/l,0.5,31.0
2005,Iron (Fe),leaching water,clay,arable farming,winter,29,0.91,19,<dg,<dg,<dg,0.6,4.5,mg/l,0.05,59.0
2005,Iron (Fe),leaching water,clay,dairy cattle,winter,22,13,24,<dg,<dg,0.1,19,3.5,mg/l,0.05,32.0
2005,Iron (Fe),leaching water,clay,all,winter,55,11,21,<dg,<dg,0.06,13,3.9,mg/l,0.05,47.0
2005,Iron (Fe),leaching water,loess,all,winter,16,<dg,<dg,<dg,<dg,<dg,<dg,0.1,mg/l,0.05,94.0
2005,Iron (Fe),leaching water,peat,dairy cattle,winter,18,9,5.3,3.7,6.5,7,13,17.0,mg/l,0.05,0.0
2005,Iron (Fe),leaching water,peat,all,winter,18,9,5.3,3.7,6.5,7,13,17.0,mg/l,0.05,0.0
2005,Iron (Fe),leaching water,sand,arable farming,summer,14,2.7,2.7,0.26,0.54,14,5,7.9,mg/l,0.05,7.1
2005,Iron (Fe),leaching water,sand,dairy cattle,summer,62,4.1,4.2,0.35,11,3.2,4.8,9.6,mg/l,0.05,1.6
2005,Iron (Fe),leaching water,sand,animal farm,summer,29,2.8,4.6,<dg,0.5,0.5,1.6,10.0,mg/l,0.05,24.0
2005,Iron (Fe),leaching water,sand,all,summer,105,34,4.2,0.15,0.5,17,4.8,8.2,mg/l,0.05,8.6
2005,Iron (Fe),ditch water,clay,arable farming,winter,29,0.09,0.21,<dg,<dg,<dg,0.13,0.24,mg/l,0.05,72.0
2005,Iron (Fe),ditch water,clay,dairy cattle,winter,21,0.33,0.8,<dg,<dg,<dg,0.06,12.0,mg/l,0.05,71.0
2005,Iron (Fe),ditch water,clay,all,winter,54,0.2,0.56,<dg,<dg,<dg,0.1,0.51,mg/l,0.05,70.0
2005,Iron (Fe),ditch water,peat,dairy cattle,winter,18,1.6,11,0.35,0.4,1.5,2.8,33.0,mg/l,0.05,0.0
2005,Iron (Fe),ditch water,peat,all,winter,18,1.6,11,0.35,0.4,1.5,2.8,33.0,mg/l,0.05,0.0
2005,Iron (Fe),ditch water,sand,dairy cattle,winter,15,0.99,0.85,0.18,0.37,11,12,22.0,mg/l,0.05,0.0
2005,Iron (Fe),ditch water,sand,all,winter,26,0.85,0.79,0.11,0.21,0.89,12,1.5,mg/l,0.05,7.7
2005,Potassium (K),leaching water,clay,arable farming,winter,29,12,12,3.6,5.5,7.5,15,28.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,clay,dairy cattle,winter,22,8.4,7.4,0.7,2,7,12,18.0,mg/l,0.1,4.5
2005,Potassium (K),leaching water,clay,all,winter,55,10,10,19,4,7.2,13,21.0,mg/l,0.1,1.8
2005,Potassium (K),leaching water,loess,all,winter,16,0.82,0.66,0.46,0.52,0.61,0.8,2.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,peat,dairy cattle,winter,18,5.7,3.7,22,3.6,5,7.7,8.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,peat,all,winter,18,5.7,3.7,22,3.6,5,7.7,8.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,sand,arable farming,summer,14,11,8.1,3.9,5,8.6,12,26.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,sand,dairy cattle,summer,62,17,11,5.3,9.5,15,21,26.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,sand,animal farm,summer,29,22,13,9.2,10,24,30,34.0,mg/l,0.1,0.0
2005,Potassium (K),leaching water,sand,all,summer,105,17,12,4.8,9.1,14,23,32.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,clay,arable farming,winter,29,14,9.2,5.2,7.4,11,18,28.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,clay,dairy cattle,winter,21,13,8.8,2.6,5,10,17,27.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,clay,all,winter,54,13,8.7,3.6,7.2,11,17,29.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,peat,dairy cattle,winter,18,8.4,3.2,4.4,6.5,7.4,12,13.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,peat,all,winter,18,8.4,3.2,4.4,6.5,7.4,12,13.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,sand,dairy cattle,winter,15,17,13,5.8,7.7,14,19,36.0,mg/l,0.1,0.0
2005,Potassium (K),ditch water,sand,all,winter,26,15,11,6.7,8.2,14,20,23.0,mg/l,0.1,0.0
2005,Copper (Cu),leaching water,clay,arable farming,winter,29,23,12,12,1.6,2,2.7,34.0,µg/l,0.5,34.0
2005,Copper (Cu),leaching water,clay,dairy cattle,winter,22,23,14,0.85,13,2,34,4.4,µg/l,0.5,4.5
2005,Copper (Cu),leaching water,clay,all,winter,55,23,13,1,14,2,2.9,3.9,µg/l,0.5,3.6
2005,Copper (Cu),leaching water,loess,all,winter,16,22,0.96,14,1.6,2,22,3.2,µg/l,0.5,0.0
2005,Copper (Cu),leaching water,peat,dairy cattle,winter,18,3.5,2.7,0.58,12,34,4.8,7.3,µg/l,0.5,11.0
2005,Copper (Cu),leaching water,peat,all,winter,18,3.5,2.7,0.58,12,34,4.8,7.3,µg/l,0.5,11.0
2005,Copper (Cu),ditch water,clay,arable farming,winter,29,1.8,0.91,0.94,14,1.5,24,2.9,µg/l,0.5,6.9
2005,Copper (Cu),ditch water,clay,dairy cattle,winter,21,23,1.5,0.91,12,2,2.7,4.6,µg/l,0.5,4.8
2005,Copper (Cu),ditch water,clay,all,winter,54,2,12,0.86,12,17,24,3.8,µg/l,0.5,5.6
2005,Copper (Cu),ditch water,peat,dairy cattle,winter,18,17,1,0.53,11,1.8,23,3.2,µg/l,0.5,5.6
2005,Copper (Cu),ditch water,peat,all,winter,18,17,1,0.53,11,1.8,23,3.2,µg/l,0.5,5.6
2005,Copper (Cu),ditch water,sand,dairy cattle,winter,15,6.4,3.7,2,31,6.3,9.1,12,µg/l,0.5,6.7
2005,Copper (Cu),ditch water,sand,all,winter,26,5.4,33,17,2.9,5.3,7.6,10,µg/l,0.5,3.8
2005,Copper (Cu),leaching water,sand,arable farming,summer,14,10,7.1,4.5,6.3,11,12,20,µg/l,0.5,0.0
2005,Copper (Cu),leaching water,sand,dairy cattle,summer,62,11,9.9,2,4.3,8.3,14,21,µg/l,0.5,4.8
2005,Copper (Cu),leaching water,sand,animal farm,summer,29,11,6.5,4.7,7.4,8.1,14,18,µg/l,0.5,0.0
2005,Copper (Cu),leaching water,sand,all,summer,105,11,8.6,3,6,8.2,13,20,µg/l,0.5,2.9
2005,Lead (Pb),leaching water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,93.0
2005,Lead (Pb),leaching water,clay,dairy cattle,winter,22,0.39,0.9,<dg,<dg,<dg,<dg,11,µg/l,0.2,73.0
2005,Lead (Pb),leaching water,clay,all,winter,55,<dg,0.63,<dg,<dg,<dg,<dg,0.28,µg/l,0.2,85.0
2005,Lead (Pb),leaching water,loess,all,winter,16,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,100.0
2005,Lead (Pb),leaching water,peat,dairy cattle,winter,18,24,2.6,0.6,0.92,1.5,3.8,5.2,µg/l,0.2,5.6
2005,Lead (Pb),leaching water,peat,all,winter,18,24,2.6,0.6,0.92,1.5,3.8,5.2,µg/l,0.2,5.6
2005,Lead (Pb),leaching water,sand,arable farming,summer,14,12,12,0.33,0.65,0.85,13,2.6,µg/l,0.2,0.0
2005,Lead (Pb),leaching water,sand,dairy cattle,summer,62,14,19,0.34,0.55,0.9,1.6,33,µg/l,0.2,4.8
2005,Lead (Pb),leaching water,sand,animal farm,summer,29,1.5,0.89,0.7,0.76,1.6,1.6,2.9,µg/l,0.2,34.0
2005,Lead (Pb),leaching water,sand,all,summer,105,14,1.6,0.35,0.65,0.99,1.6,31,µg/l,0.2,3.8
2005,Lead (Pb),ditch water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.2,100.0
2005,Lead (Pb),ditch water,clay,dairy cattle,winter,21,<dg,0.31,<dg,<dg,<dg,<dg,0.54,µg/l,0.2,71.0
2005,Lead (Pb),ditch water,clay,all,winter,54,<dg,0.22,<dg,<dg,<dg,<dg,0.32,µg/l,0.2,89.0
2005,Lead (Pb),ditch water,peat,dairy cattle,winter,18,0.52,0.49,<dg,0.22,0.39,0.86,13,µg/l,0.2,17.0
2005,Lead (Pb),ditch water,peat,all,winter,18,0.52,0.49,<dg,0.22,0.39,0.86,13,µg/l,0.2,17.0
2005,Lead (Pb),ditch water,sand,dairy cattle,winter,15,0.83,13,<dg,<dg,0.4,0.66,31,µg/l,0.2,33.0
2005,Lead (Pb),ditch water,sand,all,winter,26,0.66,1,<dg,<dg,0.41,0.59,14,µg/l,0.2,31.0
2005,Magnesium (Mg),leaching water,clay,arable farming,winter,29,41,38,18,21,28,46,62,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,clay,dairy cattle,winter,22,39,30,15,19,31,46,72,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,clay,all,winter,55,40,33,16,20,29,46,71,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,loess,all,winter,16,31,22,17,2,23,3.2,5.2,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,peat,dairy cattle,winter,18,21,12,11,14,21,26,34,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,peat,all,winter,18,21,12,11,14,21,26,34,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,sand,arable farming,summer,14,7.6,1.5,5.8,6.8,7.6,8.8,10,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,sand,dairy cattle,summer,62,12,6.4,7.7,8.2,10,14,16,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,sand,animal farm,summer,29,13,5.8,8.4,8.4,12,14,24,mg/l,0.05,0.0
2005,Magnesium (Mg),leaching water,sand,all,summer,105,12,6,7,8.1,10,14,16,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,clay,arable farming,winter,29,36,24,18,21,29,43,55,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,clay,dairy cattle,winter,21,42,54,12,17,25,39,59,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,clay,all,winter,54,39,40,15,20,28,41,62,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,peat,dairy cattle,winter,18,17,7.9,11,14,16,18,24,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,peat,all,winter,18,17,7.9,11,14,16,18,24,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,sand,dairy cattle,winter,15,14,9.6,8.4,8.8,11,13,31,mg/l,0.05,0.0
2005,Magnesium (Mg),ditch water,sand,all,winter,26,13,7.9,7.2,8.6,11,15,25,mg/l,0.05,0.0
2005,Manganese (Mn),leaching water,clay,arable farming,winter,29,0.48,0.59,0.08,0.11,0.27,0.66,14,mg/l,0.004,0.0
2005,Manganese (Mn),leaching water,clay,dairy cattle,winter,16,0.33,0.24,0.09,0.16,0.25,0.48,0.6,mg/l,0.004,0.0
2005,Manganese (Mn),leaching water,clay,all,winter,49,0.44,0.47,0.09,0.14,0.3,0.57,11,mg/l,0.004,0.0
2005,Manganese (Mn),leaching water,loess,all,winter,16,<dg,0.01,<dg,<dg,<dg,<dg,0.03,mg/l,0.004,94.0
2005,Manganese (Mn),leaching water,sand,arable farming,summer,14,0.21,0.1,0.07,0.12,0.25,0.3,0.33,mg/l,0.004,0.0
2005,Manganese (Mn),leaching water,sand,dairy cattle,summer,62,0.39,0.33,0.12,0.18,0.31,0.47,0.67,mg/l,0.004,0.0
2005,Manganese (Mn),ditch water,clay,arable farming,winter,29,0.35,0.28,0.11,0.18,0.22,0.48,0.84,mg/l,0.004,0.0
2005,Manganese (Mn),ditch water,clay,dairy cattle,winter,15,0.47,0.25,0.14,0.24,0.5,0.63,0.8,mg/l,0.004,0.0
2005,Manganese (Mn),ditch water,clay,all,winter,48,0.44,0.31,0.11,0.2,0.32,0.65,0.89,mg/l,0.004,0.0
2005,Manganese (Mn),leaching water,sand,animal farm,summer,29,0.31,0.28,0.12,0.21,0.23,0.38,0.52,mg/l,0.004,0.0
2005,Manganese (Mn),leaching water,sand,all,summer,105,0.34,0.3,0.1,0.18,0.25,0.41,0.64,mg/l,0.004,0.0
